订单时间,订单金额,订单号,用户ID,商品名称,商品价格,加购时间,是否退款
2024-11-11 22:35:21,161.18,TB20241111223521642491,USER_00165,蕉内无痕内衣套装,169.0,2024-11-11 22:25:30,否
2024-11-11 22:37:28,385.19,TB20241111223728821466,USER_00150,美的智能电饭煲,399.0,2024-11-11 22:19:23,否
2024-11-11 22:38:14,57.42,TB20241111223814192055,USER_00116,完美日记唇釉#R09,59.9,2024-11-11 22:23:40,否
2024-11-11 22:39:11,870.27,TB20241111223911590110,USER_00007,小米空气净化器,899.0,2024-11-11 22:27:19,否
2024-11-11 22:39:14,66.97,TB20241111223914875232,USER_00082,认养一头牛纯牛奶,69.9,2024-11-11 22:19:25,否
2024-11-11 22:41:16,162.44,TB20241111224116930541,USER_00131,蕉内无痕内衣套装,169.0,2024-11-11 22:21:33,否
2024-11-11 22:42:29,85.74,TB20241111224229901535,USER_00074,三只松鼠坚果礼盒,89.9,2024-11-11 22:31:54,否
2024-11-11 22:43:39,68.83,TB20241111224339309902,USER_00074,认养一头牛纯牛奶,69.9,2024-11-11 22:23:41,否
2024-11-11 22:45:15,58.25,TB20241111224515153063,USER_00069,完美日记唇釉#R09,59.9,2024-11-11 22:41:35,否
2024-11-11 22:45:17,66.79,TB20241111224517428930,USER_00180,认养一头牛纯牛奶,69.9,2024-11-11 22:43:55,否
2024-11-11 22:48:07,491.81,TB20241111224807768676,USER_00041,波司登轻薄羽绒服,499.0,2024-11-11 22:29:30,否
2024-11-11 22:48:07,387.39,TB20241111224807267457,USER_00158,美的智能电饭煲,399.0,2024-11-11 22:28:49,否
2024-11-11 22:49:57,58.88,TB20241111224957731894,USER_00084,完美日记唇釉#R09,59.9,2024-11-11 22:43:07,否
2024-11-11 22:50:02,198.48,TB20241111225002397846,USER_00089,优衣库U系列连衣裙,199.0,2024-11-11 22:39:10,否
2024-11-11 22:50:38,874.59,TB20241111225038640546,USER_00133,小米空气净化器,899.0,2024-11-11 22:38:07,否
2024-11-11 22:50:55,69.29,TB20241111225055147670,USER_00011,认养一头牛纯牛奶,69.9,2024-11-11 22:49:22,否
2024-11-11 22:51:04,237.34,TB20241111225104462147,USER_00081,珀莱雅双抗精华液,239.0,2024-11-11 22:44:00,否
2024-11-11 22:51:19,88.05,TB20241111225119235300,USER_00164,三只松鼠坚果礼盒,89.9,2024-11-11 22:35:44,否
2024-11-11 22:52:56,57.32,TB20241111225256429657,USER_00147,完美日记唇釉#R09,59.9,2024-11-11 22:44:58,否
2024-11-11 22:53:35,68.52,TB20241111225335488984,USER_00009,认养一头牛纯牛奶,69.9,2024-11-11 22:39:41,是
2024-11-11 22:53:49,86.58,TB20241111225349567951,USER_00031,三只松鼠坚果礼盒,89.9,2024-11-11 22:47:53,否
2024-11-11 22:54:14,168.48,TB20241111225414308727,USER_00143,蕉内无痕内衣套装,169.0,2024-11-11 22:38:53,否
2024-11-11 22:54:29,872.52,TB20241111225429702826,USER_00135,小米空气净化器,899.0,2024-11-11 22:45:42,否
2024-11-11 22:55:42,383.12,TB20241111225542741181,USER_00177,美的智能电饭煲,399.0,2024-11-11 22:45:10,否
2024-11-11 22:56:31,125.89,TB20241111225631269834,USER_00032,花西子空气蜜粉饼,129.0,2024-11-11 22:49:44,否
2024-11-11 22:56:51,229.87,TB20241111225651479742,USER_00018,珀莱雅双抗精华液,239.0,2024-11-11 22:43:35,否
2024-11-11 22:57:45,125.39,TB20241111225745313933,USER_00041,花西子空气蜜粉饼,129.0,2024-11-11 22:47:33,否
2024-11-11 22:58:12,229.87,TB20241111225812663356,USER_00018,珀莱雅双抗精华液,239.0,2024-11-11 22:43:35,否
2024-11-11 22:58:45,89.21,TB20241111225845377319,USER_00003,三只松鼠坚果礼盒,89.9,2024-11-11 22:49:34,否
2024-11-11 23:03:26,68.54,TB20241111230326201377,USER_00175,认养一头牛纯牛奶,69.9,2024-11-11 22:59:59,否
2024-11-11 23:03:55,196.72,TB20241111230355823769,USER_00077,优衣库U系列连衣裙,199.0,2024-11-11 22:49:32,否
2024-11-11 23:05:07,189.56,TB20241111230507649697,USER_00185,优衣库U系列连衣裙,199.0,2024-11-11 22:55:00,否
2024-11-11 23:06:32,379.85,TB20241111230632848255,USER_00129,美的智能电饭煲,399.0,2024-11-11 23:04:48,否
2024-11-11 23:07:28,128.28,TB20241111230728773088,USER_00128,花西子空气蜜粉饼,129.0,2024-11-11 22:56:06,否
2024-11-11 23:07:52,66.73,TB20241111230752720556,USER_00137,认养一头牛纯牛奶,69.9,2024-11-11 22:54:41,否
2024-11-11 23:08:06,69.34,TB20241111230806813793,USER_00199,认养一头牛纯牛奶,69.9,2024-11-11 23:04:18,否
2024-11-11 23:08:07,67.33,TB20241111230807913864,USER_00122,认养一头牛纯牛奶,69.9,2024-11-11 22:54:40,否
2024-11-11 23:09:19,189.31,TB20241111230919642895,USER_00030,优衣库U系列连衣裙,199.0,2024-11-11 23:04:47,否
2024-11-11 23:11:09,486.13,TB20241111231109392559,USER_00157,波司登轻薄羽绒服,499.0,2024-11-11 22:51:58,否
2024-11-11 23:12:35,163.5,TB20241111231235934042,USER_00123,蕉内无痕内衣套装,169.0,2024-11-11 22:53:51,否
2024-11-11 23:12:48,494.4,TB20241111231248806537,USER_00122,波司登轻薄羽绒服,499.0,2024-11-11 23:04:49,否
2024-11-11 23:13:20,232.35,TB20241111231320862120,USER_00177,珀莱雅双抗精华液,239.0,2024-11-11 23:03:50,否
2024-11-11 23:13:55,379.95,TB20241111231355689107,USER_00094,美的智能电饭煲,399.0,2024-11-11 23:11:57,否
2024-11-11 23:15:14,228.76,TB20241111231514919264,USER_00008,珀莱雅双抗精华液,239.0,2024-11-11 23:02:42,否
2024-11-11 23:18:24,88.16,TB20241111231824424314,USER_00034,三只松鼠坚果礼盒,89.9,2024-11-11 23:15:46,否
2024-11-11 23:18:49,163.49,TB20241111231849668507,USER_00171,蕉内无痕内衣套装,169.0,2024-11-11 23:16:35,否
2024-11-11 23:18:59,67.5,TB20241111231859622469,USER_00185,认养一头牛纯牛奶,69.9,2024-11-11 23:03:29,否
2024-11-11 23:20:42,68.18,TB20241111232042613641,USER_00087,认养一头牛纯牛奶,69.9,2024-11-11 23:10:01,否
2024-11-11 23:20:54,489.89,TB20241111232054231250,USER_00051,波司登轻薄羽绒服,499.0,2024-11-11 23:09:26,否
2024-11-11 23:22:19,168.98,TB20241111232219929924,USER_00158,蕉内无痕内衣套装,169.0,2024-11-11 23:16:06,否
2024-11-11 23:24:48,163.54,TB20241111232448855944,USER_00140,蕉内无痕内衣套装,169.0,2024-11-11 23:09:08,否
2024-11-11 23:25:18,123.44,TB20241111232518440839,USER_00181,花西子空气蜜粉饼,129.0,2024-11-11 23:20:22,否
2024-11-11 23:26:33,234.92,TB20241111232633734534,USER_00044,珀莱雅双抗精华液,239.0,2024-11-11 23:11:51,否
2024-11-11 23:26:46,89.75,TB20241111232646470037,USER_00118,三只松鼠坚果礼盒,89.9,2024-11-11 23:21:40,否
2024-11-11 23:26:55,58.81,TB20241111232655940010,USER_00172,完美日记唇釉#R09,59.9,2024-11-11 23:19:01,否
2024-11-11 23:26:57,68.68,TB20241111232657536822,USER_00068,认养一头牛纯牛奶,69.9,2024-11-11 23:11:23,否
2024-11-11 23:27:26,890.22,TB20241111232726411882,USER_00063,小米空气净化器,899.0,2024-11-11 23:13:25,否
2024-11-11 23:28:32,231.48,TB20241111232832434617,USER_00195,珀莱雅双抗精华液,239.0,2024-11-11 23:16:52,是
2024-11-11 23:29:45,893.56,TB20241111232945194423,USER_00128,小米空气净化器,899.0,2024-11-11 23:19:18,否
2024-11-11 23:29:53,870.99,TB20241111232953581992,USER_00135,小米空气净化器,899.0,2024-11-11 23:10:42,否
2024-11-12 00:55:13,86.31,TB20241112005513272529,USER_00130,三只松鼠坚果礼盒,89.9,2024-11-12 00:44:01,是
2024-11-12 04:31:24,196.56,TB20241112043124185847,USER_00175,优衣库U系列连衣裙,199.0,2024-11-12 04:13:49,否
2024-11-12 04:34:46,228.88,TB20241112043446735163,USER_00123,珀莱雅双抗精华液,239.0,2024-11-12 04:19:33,否
2024-11-12 04:55:01,481.58,TB20241112045501111991,USER_00085,波司登轻薄羽绒服,499.0,2024-11-12 04:40:17,否
2024-11-12 05:30:56,162.55,TB20241112053056588002,USER_00178,蕉内无痕内衣套装,169.0,2024-11-12 05:17:15,否
2024-11-12 06:02:41,87.63,TB20241112060241992400,USER_00135,三只松鼠坚果礼盒,89.9,2024-11-12 05:43:51,否
2024-11-12 06:17:08,195.13,TB20241112061708525187,USER_00045,优衣库U系列连衣裙,199.0,2024-11-12 06:03:59,否
2024-11-12 06:33:23,389.08,TB20241112063323837733,USER_00176,美的智能电饭煲,399.0,2024-11-12 06:15:23,否
2024-11-12 06:53:12,123.13,TB20241112065312661147,USER_00197,花西子空气蜜粉饼,129.0,2024-11-12 06:41:18,否
2024-11-12 07:02:48,85.93,TB20241112070248711474,USER_00114,三只松鼠坚果礼盒,89.9,2024-11-12 06:57:53,否
2024-11-12 07:27:58,865.58,TB20241112072758311883,USER_00168,小米空气净化器,899.0,2024-11-12 07:17:52,否
2024-11-12 08:05:36,88.81,TB20241112080536965708,USER_00121,三只松鼠坚果礼盒,89.9,2024-11-12 07:49:21,否
2024-11-12 08:51:31,883.29,TB20241112085131401198,USER_00123,小米空气净化器,899.0,2024-11-12 08:36:10,是
2024-11-12 09:03:17,68.36,TB20241112090317423139,USER_00015,认养一头牛纯牛奶,69.9,2024-11-12 08:49:30,否
2024-11-12 10:03:18,478.7,TB20241112100318929179,USER_00184,波司登轻薄羽绒服,499.0,2024-11-12 09:48:18,否
2024-11-12 10:44:34,89.04,TB20241112104434638179,USER_00115,三只松鼠坚果礼盒,89.9,2024-11-12 10:34:58,否
2024-11-12 11:05:48,494.23,TB20241112110548866634,USER_00050,波司登轻薄羽绒服,499.0,2024-11-12 10:58:31,否
2024-11-12 11:35:11,87.03,TB20241112113511217659,USER_00181,三只松鼠坚果礼盒,89.9,2024-11-12 11:16:46,否
2024-11-12 14:10:21,125.22,TB20241112141021205428,USER_00026,花西子空气蜜粉饼,129.0,2024-11-12 13:55:44,否
2024-11-12 15:10:02,238.58,TB20241112151002265613,USER_00002,珀莱雅双抗精华液,239.0,2024-11-12 14:50:27,否
2024-11-12 16:05:53,488.36,TB20241112160553513697,USER_00032,波司登轻薄羽绒服,499.0,2024-11-12 15:54:34,否
2024-11-12 16:29:23,125.25,TB20241112162923138105,USER_00045,花西子空气蜜粉饼,129.0,2024-11-12 16:12:28,否
2024-11-12 16:32:25,189.56,TB20241112163225336633,USER_00063,优衣库U系列连衣裙,199.0,2024-11-12 16:14:13,否
2024-11-12 17:12:22,59.65,TB20241112171222744481,USER_00164,完美日记唇釉#R09,59.9,2024-11-12 17:05:46,否
2024-11-12 18:19:21,227.55,TB20241112181921182868,USER_00075,珀莱雅双抗精华液,239.0,2024-11-12 18:00:12,否
2024-11-12 18:31:14,85.79,TB20241112183114293757,USER_00084,三只松鼠坚果礼盒,89.9,2024-11-12 18:17:31,否
2024-11-12 18:32:34,491.42,TB20241112183234745584,USER_00144,波司登轻薄羽绒服,499.0,2024-11-12 18:28:57,否
2024-11-12 19:39:54,126.21,TB20241112193954451317,USER_00077,花西子空气蜜粉饼,129.0,2024-11-12 19:36:52,否
2024-11-12 22:04:43,896.12,TB20241112220443502206,USER_00083,小米空气净化器,899.0,2024-11-12 22:03:35,否
2024-11-12 22:26:05,382.77,TB20241112222605403528,USER_00127,美的智能电饭煲,399.0,2024-11-12 22:10:51,否
